holiday,temperature,rain_1h,snow_1h,clouds_percentage,date_time,population_density
0,275.72,0.0,0.0,90,19,3245
0,257.72,0.0,0.0,1,11,4913
0,263.15,0.0,0.0,90,20,2496
0,288.93,0.0,0.0,1,23,1348
0,270.36,0.0,0.0,90,14,4776
0,279.178,0.0,0.0,80,18,4458
0,280.76,0.0,0.0,75,5,2625
0,293.29,0.0,0.0,1,16,4578
0,297.07,0.0,0.0,1,13,4622
0,297.34,0.0,0.0,0,9,3678
0,271.79,0.0,0.0,90,6,5968
0,299.84,0.0,0.0,40,17,4549
0,295.82,0.0,0.0,75,22,1956
0,250.08,0.0,0.0,1,2,301
0,262.09,0.0,0.0,40,13,4377
0,295.16,0.25,0.0,75,22,1902
0,286.86,0.0,0.0,1,4,886
0,275.87,0.0,0.0,90,16,4760
0,289.16,0.0,0.0,1,5,3021
0,276.28,0.0,0.0,90,0,705
0,274.04,0.0,0.0,40,13,5407
0,296.15,0.0,0.0,1,12,4589
0,291.245,0.0,0.0,88,12,4924
0,300.75,0.0,0.0,75,15,5559
0,294.1,0.0,0.0,40,0,1344
0,269.35,0.0,0.0,90,21,3165
0,266.6,0.0,0.0,75,5,413
0,265.93,0.0,0.0,64,11,2089
0,247.15,0.0,0.0,1,19,1736
0,303.58,0.0,0.0,20,12,4866
0,284.85,0.0,0.0,1,3,338
0,298.09,0.0,0.0,75,21,2623
0,259.26,0.0,0.0,64,4,835
0,282.25,0.0,0.0,5,21,2931
0,298.55,0.0,0.0,90,12,5076
0,272.69,0.0,0.0,90,7,6464
0,300.44,0.0,0.0,40,11,4669
0,280.55,0.0,0.0,90,5,721
0,270.41,0.0,0.0,40,7,6342
0,294.36,0.0,0.0,90,14,5343
0,259.93,0.0,0.0,97,23,909
0,281.25,0.0,0.0,99,7,6793
0,290.38,0.0,0.0,0,6,5016
0,275.99,0.0,0.0,5,13,4913
0,275.26,0.0,0.0,64,1,375
0,293.43,0.25,0.0,90,7,5926
0,299.12,0.0,0.0,1,16,3973
0,270.61,0.0,0.0,90,8,5526
0,300.83,0.0,0.0,40,16,6432
0,272.08,0.0,0.0,90,16,6309
0,269.75,0.0,0.0,90,11,4529
0,273.95,0.0,0.0,90,3,494
0,275.16,0.0,0.0,1,14,5170
0,286.82,0.0,0.0,1,7,6459
0,277.28,0.0,0.0,1,8,5310
0,298.48,0.0,0.0,5,11,4518
0,284.4,0.0,0.0,1,22,3002
0,290.23,0.0,0.0,0,1,530
0,268.74,0.0,0.0,5,9,5230
0,268.81,0.0,0.0,90,2,278
0,277.15,0.0,0.0,1,6,5423
0,271.71,0.0,0.0,90,4,748
0,277.78,0.0,0.0,0,8,5413
0,277.62,0.0,0.0,90,2,339
0,291.81,0.0,0.0,75,15,5716
0,298.08,0.0,0.0,40,17,6062
0,279.24,0.0,0.0,1,15,5835
0,291.35,0.0,0.0,90,13,4325
0,273.69,0.0,0.0,1,5,720
0,296.15,0.0,0.0,1,9,3471
0,294.95,0.0,0.0,1,15,6065
0,290.93,0.3,0.0,90,3,382
0,285.22,0.0,0.0,90,14,5183
0,297.71,0.0,0.0,90,11,3828
0,294.18,0.0,0.0,1,10,4257
0,286.107,0.0,0.0,56,21,2785
0,295.23,2.06,0.0,90,9,5359
0,282.71,0.0,0.0,100,12,4613
0,294.0,0.25,0.0,1,19,3414
0,252.14,0.0,0.0,1,4,717
0,288.43,0.0,0.0,75,23,1132
0,258.42,0.0,0.0,90,8,4082
0,275.37,0.0,0.0,90,17,5331
0,289.49,0.0,0.0,1,6,6080
0,279.69,0.0,0.0,1,8,3415
0,277.07,0.0,0.0,90,23,1298
0,293.39,0.0,0.0,40,12,5090
0,291.99,0.0,0.0,75,5,3151
0,279.62,0.54,0.0,90,4,731
0,294.23,11.78,0.0,90,4,760
0,295.01,1.6,0.0,90,17,5494
0,292.57,2.79,0.0,40,13,4968
0,261.15,0.0,0.0,1,1,712
0,277.86,0.0,0.0,75,4,921
0,272.95,0.0,0.0,75,22,2358
0,282.85,0.0,0.0,90,23,1270
0,272.15,0.0,0.0,64,20,2024
0,289.6,0.0,0.0,1,10,4720
0,276.71,0.0,0.0,90,11,4936
0,269.25,0.0,0.0,90,21,3235
0,279.72,0.0,0.0,1,17,6152
0,274.81,0.0,0.0,20,7,7055
0,254.03,0.0,0.0,1,0,1089
0,260.42,0.0,0.0,40,8,5586
0,266.02,0.0,0.0,75,3,317
0,257.02,0.0,0.0,90,20,2162
0,285.06,0.0,0.0,48,17,6185
0,271.72,0.0,0.0,90,23,1135
0,270.15,0.0,0.0,90,21,918
0,298.82,0.0,0.0,40,16,3974
0,285.22,0.0,0.0,90,10,4452
0,254.19,0.0,0.0,1,0,637
0,292.36,0.0,0.0,1,1,363
0,288.03,0.0,0.0,0,5,2932
0,270.43,0.0,0.0,75,8,5863
0,295.89,0.0,0.0,1,16,4891
0,266.26,0.0,0.0,90,22,1389
0,271.01,0.0,0.0,1,22,2261
0,273.92,0.0,0.0,16,0,591
0,294.41,0.0,0.0,1,1,370
0,290.78,3.75,0.0,90,18,4024
0,272.68,0.0,0.0,1,2,234
0,290.62,0.0,0.0,1,0,603
0,254.98,0.0,0.0,64,23,749
0,276.52,0.0,0.0,40,5,2678
0,276.47,0.0,0.0,90,18,4540
0,274.21,0.0,0.0,90,16,6321
0,271.79,0.0,0.0,1,1,441
0,261.29,0.0,0.0,1,3,339
0,277.92,0.0,0.0,20,10,4531
0,258.32,0.0,0.0,20,10,4243
0,275.02,0.0,0.0,90,12,3908
0,271.3,0.0,0.0,1,1,431
0,261.13,0.0,0.0,90,16,4756
0,300.29,0.0,0.0,1,19,3649
0,273.47,0.0,0.0,90,19,2782
0,283.29,0.0,0.0,40,14,5362
0,296.34,0.0,0.0,40,10,4153
0,289.5,0.0,0.0,1,8,5793
0,277.41,0.0,0.0,40,17,6578
0,291.35,0.0,0.0,90,5,2822
0,289.33,0.0,0.0,1,4,390
0,287.72,0.0,0.0,90,2,241
0,279.7,0.0,0.0,20,9,5369
0,298.4,0.0,0.0,1,16,6567
0,295.89,0.0,0.0,75,11,5151
0,288.23,0.0,0.0,90,20,2785
0,286.08,0.0,0.0,90,17,6416
0,267.08,0.0,0.0,1,3,351
0,292.34,1.02,0.0,90,11,4991
0,259.8,0.0,0.0,0,15,5713
0,263.15,0.0,0.0,20,2,593
0,259.72,0.0,0.0,90,7,5459
0,297.99,0.0,0.0,0,12,4581
0,294.95,0.0,0.0,40,6,877
0,290.18,0.0,0.0,0,1,890
0,268.43,0.0,0.0,64,2,317
0,294.58,13.32,0.0,90,8,5045
0,279.81,0.0,0.0,90,12,5317
0,295.63,0.0,0.0,92,22,2625
0,300.54,0.0,0.0,1,11,4549
0,247.82,0.0,0.0,40,4,683
0,294.97,0.0,0.0,1,22,1688
0,274.83,0.0,0.0,90,22,2857
0,292.08,0.0,0.0,1,23,2091
0,291.03,1.02,0.0,90,7,2672
0,250.99,0.0,0.0,40,10,3921
0,294.28,0.0,0.0,75,17,6023
0,288.37,0.25,0.0,90,7,6510
0,292.04,0.0,0.0,1,7,5529
0,275.37,0.0,0.0,90,8,5335
0,299.93,0.0,0.0,40,11,4651
0,249.9,0.0,0.0,20,1,243
0,293.76,0.0,0.0,1,12,4889
0,287.111,0.0,0.0,92,13,5106
0,287.01,3.9,0.0,92,6,1673
0,275.42,0.0,0.0,90,5,479
0,269.24,0.0,0.05,90,7,3415
0,272.72,0.0,0.0,90,16,3260
0,273.21,0.0,0.0,40,15,5121
0,276.75,0.0,0.0,90,21,2077
0,289.99,0.0,0.0,90,9,5443
0,276.3,0.0,0.0,90,5,2679
0,287.65,0.0,0.0,40,12,5708
0,269.36,0.0,0.0,5,21,3089
0,251.52,0.0,0.0,1,23,1010
0,291.28,1.02,0.0,20,21,3164
0,276.02,0.0,0.0,5,21,2150
0,273.08,0.0,0.0,90,19,3653
0,269.94,0.0,0.0,40,11,5078
0,271.21,0.0,0.0,90,7,1243
0,281.42,0.0,0.0,90,23,3083
0,285.21,0.0,0.0,75,4,856
0,299.94,0.0,0.0,40,15,4582
0,286.63,0.0,0.0,40,3,402
0,277.46,0.0,0.0,90,22,2651
0,271.96,0.0,0.0,90,19,3200
0,282.62,0.0,0.0,75,6,788
0,273.75,0.0,0.0,90,22,1370
0,281.93,0.0,0.0,1,9,5004
0,275.55,0.0,0.0,1,1,360
0,300.23,0.0,0.0,8,15,5014
0,304.61,0.0,0.0,20,14,4811
0,287.01,7.05,0.0,88,2,243
0,291.34,0.0,0.0,76,4,402
0,286.51,0.0,0.0,90,9,4429
0,276.55,0.0,0.0,90,7,6695
0,257.68,0.0,0.0,75,12,3970
0,276.7,0.0,0.0,64,11,3407
0,262.44,0.0,0.0,90,7,1839
0,279.87,0.0,0.0,90,14,5169
0,299.47,0.25,0.0,75,19,3945
0,285.89,0.0,0.0,1,22,1929
0,275.08,0.0,0.0,90,19,3351
0,295.82,0.0,0.0,1,0,971
0,291.48,0.0,0.0,90,1,406
0,290.52,2.05,0.0,90,11,4677
0,281.91,0.0,0.0,1,23,3193
0,255.57,0.0,0.0,5,12,4460
0,274.33,0.98,0.51,90,12,5167
0,288.94,0.0,0.0,0,2,370
0,287.96,0.0,0.0,90,8,6222
0,293.66,2.6,0.0,90,20,2385
0,285.09,0.0,0.0,1,2,509
0,275.41,0.34,0.0,64,17,5183
0,284.22,0.0,0.0,1,0,680
0,276.36,0.0,0.0,90,14,5207
0,261.48,0.0,0.0,1,1,418
0,257.32,0.0,0.0,90,6,5626
0,300.05,0.0,0.0,56,22,2152
0,259.68,0.0,0.0,75,4,722
0,285.88,0.0,0.0,75,12,5332
0,260.08,0.0,0.0,90,4,775
0,297.81,0.0,0.0,1,12,4981
0,286.8,0.0,0.0,75,20,2994
0,284.36,0.0,0.0,90,9,5214
0,260.14,0.0,0.0,90,8,2611
0,283.31,0.0,0.0,90,22,1412
0,291.15,0.0,0.0,90,3,376
0,261.61,0.0,0.0,75,12,4896
0,292.58,0.0,0.0,75,7,2163
0,272.18,0.0,0.0,90,6,3902
0,281.39,1.8,0.0,76,21,2688
0,292.82,0.0,0.0,1,19,3973
0,290.01,0.0,0.0,40,9,2589
0,270.58,0.0,0.0,90,7,1556
0,292.51,0.0,0.0,90,16,6667
0,290.77,0.0,0.0,40,2,346
0,274.39,0.76,0.0,90,12,4760
0,295.21,0.0,0.0,1,1,485
0,273.35,0.0,0.0,90,23,1613
0,283.9,0.0,0.0,0,18,5013
0,297.62,0.0,0.0,90,15,3070
0,292.59,0.0,0.0,1,5,3110
0,272.43,0.0,0.0,90,10,4568
0,300.22,0.0,0.0,20,14,4944
0,278.08,0.0,0.0,90,22,3865
0,297.407,0.0,0.0,8,4,314
0,248.84,0.0,0.0,20,7,6058
0,295.7,1.56,0.0,90,19,3034
0,272.85,0.0,0.0,75,10,4573
0,274.28,0.0,0.0,90,22,2637
0,301.57,0.0,0.0,1,15,5773
0,273.08,0.0,0.0,75,19,3031
0,258.22,0.0,0.0,1,23,1928
0,293.81,0.0,0.0,1,21,2524
0,269.61,0.0,0.0,1,5,2848
0,296.84,1.78,0.0,1,0,666
0,265.46,0.0,0.0,1,5,2518
0,277.02,0.0,0.0,1,2,309
0,266.61,0.0,0.0,1,4,807
0,281.29,0.0,0.0,90,4,910
0,303.18,0.0,0.0,75,18,4259
0,276.03,0.0,0.0,1,13,4268
0,258.29,0.0,0.0,75,13,5378
0,257.29,0.0,0.0,75,11,3638
0,284.62,0.0,0.0,90,21,2164
0,249.15,0.0,0.0,1,5,2107
0,294.95,0.0,0.0,1,23,1386
0,292.59,0.0,0.0,1,5,3010
0,271.74,0.0,0.0,90,17,4208
0,294.11,0.0,0.0,40,12,4660
0,271.44,0.0,0.0,90,2,281
0,269.57,0.0,0.0,90,9,5179
0,267.97,0.0,0.0,90,20,2427
0,292.2,0.0,0.0,1,5,283
0,266.02,0.0,0.0,90,1,388
0,276.75,0.0,0.0,90,15,5878
0,291.31,0.0,0.0,1,6,5826
0,286.9,0.0,0.0,99,9,5256
0,283.84,0.0,0.0,1,5,476
0,288.82,0.0,0.0,1,1,901
0,272.72,0.0,0.0,90,7,2224
0,270.48,0.0,0.0,1,6,726
0,287.37,3.39,0.0,56,17,6419
0,270.36,0.0,0.0,1,5,2691
0,269.47,0.0,0.0,90,9,4140
0,274.54,0.25,0.0,0,0,1408
0,294.49,0.0,0.0,1,1,1114
0,262.97,0.0,0.0,89,22,1475
0,281.31,0.0,0.0,1,4,1021
0,287.51,0.0,0.0,75,6,5801
0,274.08,0.0,0.0,20,22,4409
0,275.73,0.0,0.0,90,3,323
0,293.55,0.0,0.0,90,15,3957
0,264.88,0.0,0.0,75,7,6852
0,301.2,0.0,0.0,1,14,5351
0,288.37,0.25,0.0,68,4,786
0,270.59,0.0,0.0,64,10,4487
0,286.33,0.0,0.0,92,23,1409
0,286.61,0.0,0.0,75,1,394
0,263.28,0.0,0.0,1,17,6160
0,263.91,0.0,0.0,5,8,5602
0,290.35,0.0,0.0,24,8,6217
0,286.86,0.0,0.0,1,18,4541
0,273.37,0.0,0.0,90,18,4479
0,265.58,0.0,0.0,75,19,3397
0,291.15,0.0,0.0,90,9,4872
0,293.45,0.0,0.0,90,6,5347
0,285.22,0.0,0.0,1,16,6487
0,280.81,0.0,0.0,1,8,1795
0,288.14,0.0,0.0,90,9,3707
0,276.608,0.0,0.0,0,1,749
0,287.09,0.0,0.0,1,5,3023
0,295.58,0.0,0.0,1,20,2958
0,271.38,0.0,0.0,75,4,723
0,267.3,0.0,0.0,90,23,1271
0,265.64,0.0,0.0,90,11,4990
0,291.15,0.0,0.0,75,12,5083
0,284.62,0.0,0.0,1,0,1391
0,272.08,0.0,0.0,90,15,3865
0,291.45,0.0,0.0,68,9,5083
0,286.33,0.0,0.0,75,0,516
0,298.08,0.0,0.0,75,13,4163
0,291.74,0.3,0.0,1,2,255
0,286.557,0.0,0.0,92,16,5107
0,297.09,0.0,0.0,12,2,302
0,274.78,0.0,0.0,1,0,719
0,260.15,0.0,0.0,1,5,2963
0,274.0,0.64,0.0,64,16,4895
0,268.9,0.0,0.0,64,5,688
0,284.15,0.0,0.0,90,20,3676
0,292.49,0.0,0.0,40,6,845
0,278.64,0.0,0.0,40,11,5404
0,299.29,0.0,0.0,5,12,5042
0,297.888,0.0,0.0,0,21,2435
0,286.95,0.0,0.0,90,6,1167
0,292.33,0.0,0.0,56,20,2874
0,284.36,0.0,0.0,90,9,5214
0,299.79,0.0,0.0,40,14,4435
0,271.97,0.0,0.0,1,1,353
0,266.76,0.0,0.0,1,2,332
0,290.83,0.0,0.0,90,10,4621
0,266.39,0.0,0.0,90,15,5694
0,268.65,0.0,0.0,1,1,366
0,286.89,0.0,0.0,5,22,3076
0,300.69,0.0,0.0,40,17,4088
0,280.54,0.0,0.0,1,19,3385
0,272.32,0.25,0.0,90,16,4880
0,275.68,0.0,0.0,90,21,3761
0,290.35,0.0,0.0,1,2,384
0,254.53,0.0,0.0,40,8,2653
0,295.87,0.0,0.0,40,23,1320
0,268.34,0.0,0.0,40,1,407
0,262.35,0.0,0.0,90,22,2883
0,264.41,0.0,0.0,5,9,3861
0,293.97,0.0,0.0,1,20,3112
0,290.08,0.0,0.0,76,3,313
0,268.17,0.0,0.0,64,22,3505
0,272.57,0.0,0.0,1,15,4513
0,287.12,0.25,0.0,48,21,2910
0,279.36,0.0,0.0,90,14,5017
0,271.51,0.0,0.0,90,4,870
0,282.74,0.0,0.0,98,3,341
0,274.48,0.0,0.0,90,17,5518
0,299.47,0.0,0.0,0,11,4729
0,284.94,0.0,0.0,0,7,6271
0,293.53,0.0,0.0,90,21,3160
0,272.02,0.0,0.0,90,16,6000
0,276.08,0.0,0.0,75,13,4693
0,298.6,0.0,0.0,40,13,4756
0,285.83,0.0,0.0,90,16,6655
0,273.81,0.0,0.0,1,14,4740
0,273.75,0.0,0.0,90,3,192
0,293.69,0.0,0.0,90,5,2903
0,288.81,0.0,0.0,40,5,2952
0,294.2,0.0,0.0,8,12,4084
0,285.12,0.0,0.0,0,7,6165
0,299.37,0.0,0.0,40,12,4180
0,288.62,4.74,0.0,90,23,826
0,286.28,0.0,0.0,40,1,1015
0,281.195,0.0,0.0,0,19,3512
0,269.21,0.0,0.0,75,8,2133
0,252.63,0.0,0.0,1,12,4545
0,302.95,0.0,0.0,20,15,5684
0,281.4,0.0,0.0,64,20,2484
0,297.83,0.0,0.0,1,10,4911
0,297.8,0.0,0.0,90,7,1651
0,267.56,0.0,0.0,90,4,739
0,279.24,0.0,0.0,1,0,1091
0,281.79,0.0,0.0,90,18,5070
0,283.75,0.0,0.0,1,9,3059
0,287.09,0.0,0.0,75,6,5742
0,269.02,0.0,0.0,90,20,2022
0,290.44,0.0,0.0,1,23,3078
0,300.55,0.0,0.0,75,17,5701
0,301.85,0.0,0.0,40,17,5701
0,296.58,0.0,0.0,1,11,4771
0,291.6,0.0,0.0,90,5,2968
0,291.65,0.0,0.0,1,1,471
0,265.75,0.0,0.0,90,23,2033
0,276.33,0.0,0.0,75,7,5805
0,272.59,0.0,0.0,90,20,2828
0,273.95,0.0,0.0,90,1,369
0,299.98,0.0,0.0,40,18,4871
0,270.48,0.0,0.0,90,18,1659
0,301.82,0.0,0.0,75,16,6594
0,274.08,0.0,0.0,90,15,4872
0,282.32,0.0,0.0,75,16,6570
0,301.42,0.0,0.0,75,16,6239
0,293.11,2.91,0.0,90,6,4879
0,277.26,0.0,0.0,90,2,303
0,296.19,0.0,0.0,1,1,280
0,266.09,0.0,0.0,90,10,4232
0,285.28,0.0,0.0,1,9,3175
0,270.31,0.0,0.0,40,12,5070
0,277.78,0.0,0.0,90,1,316
0,283.03,0.0,0.0,0,2,304
0,287.71,1.44,0.0,92,14,5162
0,294.82,0.0,0.0,75,2,346
0,290.54,0.0,0.0,90,13,4945
0,278.24,0.0,0.0,1,14,5517
0,289.89,0.0,0.0,1,2,328
0,280.52,0.0,0.0,1,6,1463
0,270.63,0.0,0.0,1,1,431
0,291.84,0.0,0.0,90,11,4915
0,285.69,0.0,0.0,1,6,1003
0,276.94,0.0,0.0,1,11,4535
0,271.22,0.0,0.0,59,11,5263
0,266.68,0.0,0.0,5,21,3015
0,292.87,0.0,0.0,1,11,4351
0,274.27,0.0,0.0,90,19,3645
0,279.95,0.0,0.0,1,15,3278
0,274.73,0.64,0.0,90,8,4619
0,307.2,0.0,0.0,20,17,4634
0,285.08,0.0,0.0,1,0,561
0,293.04,0.0,0.0,0,20,2868
0,301.13,0.0,0.0,36,14,5866
0,282.37,0.0,0.0,40,23,915
0,271.28,0.0,0.0,90,20,844
0,285.38,0.0,0.0,92,1,822
0,261.67,0.0,0.0,64,13,5339
0,299.9,0.0,0.0,75,2,334
0,291.1,0.0,0.0,90,0,567
0,291.28,0.0,0.0,90,10,4596
0,300.31,0.51,0.0,68,3,436
0,274.09,0.0,0.0,90,5,536
0,263.44,0.0,0.0,1,23,1517
0,277.59,0.0,0.0,90,5,2775
0,277.82,0.0,0.0,90,21,2432
0,271.01,0.0,0.0,75,20,2261
0,262.02,0.0,0.0,90,19,2903
0,290.53,0.0,0.0,40,3,341
0,253.0,0.0,0.0,1,1,505
0,261.02,0.0,0.0,85,23,3022
0,274.08,0.38,0.0,64,20,2217
0,290.42,0.0,0.0,90,0,551
0,295.6,0.0,0.0,80,17,5259
0,274.74,1.02,0.0,90,10,4674
0,276.01,0.0,0.0,90,21,2476
0,268.95,0.0,0.0,90,4,781
0,289.94,0.0,0.0,100,11,4557
0,288.57,0.0,0.0,90,6,5803
0,275.15,0.0,0.0,90,23,1115
0,273.06,0.0,0.0,1,22,2231
0,279.3,0.0,0.0,90,14,5138
0,285.5,0.0,0.0,90,13,5004
0,286.98,0.0,0.0,75,9,5476
0,274.15,0.0,0.0,90,22,1352
0,293.72,4.15,0.0,90,16,5340
0,273.74,0.0,0.06,90,12,4879
