holiday,temperature,rain_1h,snow_1h,clouds_percentage,date_time,population_density
0,285.3,0.0,0.0,1,0,662
0,284.86,0.0,0.0,1,23,1209
0,266.41,0.0,0.0,75,22,2020
0,278.47,0.0,0.0,1,22,1884
0,290.19,0.0,0.0,0,19,4191
0,281.01,0.0,0.0,90,17,6192
0,278.62,0.0,0.0,90,14,4877
0,302.45,0.0,0.0,0,19,3666
0,264.36,0.0,0.0,75,18,4896
0,294.07,0.0,0.0,90,11,4175
0,290.22,0.0,0.0,36,7,1167
0,267.79,0.0,0.0,1,1,751
0,274.22,0.0,0.0,40,3,365
0,290.08,0.0,0.0,90,3,341
0,292.74,0.0,0.0,5,10,4313
0,275.79,0.0,0.0,90,13,4556
0,285.15,0.0,0.0,1,3,403
0,290.88,0.0,0.0,90,6,5195
0,274.82,0.0,0.0,90,7,5610
0,277.0,0.0,0.0,1,19,3788
0,273.45,0.0,0.0,90,22,3814
0,286.36,0.0,0.0,90,23,1875
0,292.08,0.0,0.0,0,7,6405
0,297.89,0.0,0.0,40,15,5914
0,283.27,0.0,0.0,90,12,4664
0,276.44,0.0,0.0,90,20,2653
0,278.38,0.0,0.0,90,13,5237
0,276.24,0.0,0.0,90,8,1613
0,287.59,0.0,0.0,1,5,677
0,296.8640000000001,0.0,0.0,64,12,4457
0,261.82,0.0,0.0,1,7,4284
0,269.95,0.0,0.0,90,22,2004
0,272.93,0.0,0.0,5,16,4168
0,305.1,0.0,0.0,40,15,5833
0,290.75,0.51,0.0,90,8,5940
0,286.45,1.11,0.0,92,4,850
0,289.9,0.0,0.0,1,3,493
0,276.955,0.0,0.0,0,4,447
0,255.92,0.0,0.0,90,17,3835
0,263.63,0.0,0.0,40,20,2647
0,301.37,0.0,0.0,1,17,4664
0,289.47,0.0,0.0,75,3,230
0,254.7,0.0,0.0,90,7,4397
0,273.93,0.0,0.0,90,11,4714
0,277.88,0.0,0.0,75,11,5187
0,272.48,0.0,0.0,90,5,2755
0,284.69,0.0,0.0,90,3,364
0,292.92,0.0,0.0,75,23,2903
0,273.42,0.0,0.0,1,7,3598
0,293.79,0.0,0.0,1,0,1406
0,282.69,0.0,0.0,0,6,5886
0,291.09,0.0,0.0,90,4,880
0,293.92,0.0,0.0,76,11,4881
0,284.17,0.0,0.0,90,20,2702
0,271.61,0.0,0.0,90,23,1040
0,292.54,1.09,0.0,90,16,5907
0,270.64,0.0,0.0,90,4,772
0,268.32,0.0,0.0,90,16,6493
0,267.95,0.0,0.0,90,3,392
0,280.15,0.0,0.0,1,6,850
0,288.0,0.0,0.0,1,4,846
0,296.12,0.0,0.0,1,15,4195
0,267.22,0.0,0.0,90,1,335
0,287.15,0.0,0.0,1,23,3527
0,292.51,0.0,0.0,90,14,5317
0,289.08,0.0,0.0,90,13,5032
0,256.89,0.0,0.0,1,23,949
0,281.69,0.0,0.0,90,17,5339
0,277.01,0.0,0.0,90,0,1303
0,298.034,0.0,0.0,0,17,5358
0,274.95,0.0,0.0,90,8,5681
0,287.82,0.0,0.0,1,3,376
0,277.91,0.0,0.0,90,9,5047
0,289.02,0.0,0.0,90,19,3773
0,257.04,0.0,0.0,0,22,2830
0,299.15,0.0,0.0,1,20,2503
0,264.3,0.0,0.0,5,21,1939
0,275.0,0.0,0.0,90,18,4061
0,270.34,0.0,0.0,90,2,264
0,269.78,0.0,0.0,75,1,316
0,272.49,0.0,0.0,90,3,524
0,296.41,0.0,0.0,1,5,2741
0,294.08,9.91,0.0,90,23,963
0,275.82,0.0,0.0,90,0,703
0,289.92,0.0,0.0,20,10,4509
0,275.65,0.0,0.0,90,8,5344
0,284.24,0.0,0.0,36,6,5893
0,295.32,0.0,0.0,92,12,5780
0,282.05,0.0,0.0,75,21,2131
0,286.02,0.0,0.0,1,4,910
0,288.87,0.0,0.0,75,12,4881
0,263.89,0.0,0.0,5,16,4164
0,280.08,0.0,0.0,90,21,2420
0,263.75,0.0,0.0,75,18,5025
0,268.68,0.0,0.0,64,16,5476
0,282.86,0.0,0.0,90,10,4196
0,277.88,0.0,0.0,90,17,4794
0,261.44,0.0,0.0,40,5,2459
0,257.68,0.0,0.0,75,12,3970
0,290.14,0.0,0.0,20,6,5735
0,285.35,0.0,0.0,75,8,6274
0,268.61,0.0,0.0,90,20,1953
0,293.46,0.0,0.0,32,2,370
0,265.42,0.0,0.0,90,5,2760
0,291.28,0.0,0.0,1,5,427
0,293.04,0.0,0.0,1,9,2713
0,280.65,0.0,0.0,90,17,3938
0,304.29,0.0,0.0,1,13,4130
0,294.18,0.0,0.0,76,16,4117
0,289.43,0.0,0.0,90,6,1223
0,290.55,0.0,0.0,90,8,5203
0,276.58,0.0,0.0,5,21,2378
0,288.82,0.0,0.0,90,9,4911
0,275.6,0.0,0.0,75,10,5217
0,289.34,0.0,0.0,1,3,282
0,275.31,0.0,0.0,1,6,5891
0,295.35,0.0,0.0,75,10,4229
0,284.2,0.25,0.0,75,18,3947
0,273.95,0.0,0.0,90,13,5248
0,253.9,0.0,0.0,75,19,2971
0,289.22,0.0,0.0,1,5,3056
0,258.8,0.0,0.0,1,21,2463
0,276.793,0.0,0.0,64,21,2400
0,266.46,0.0,0.0,90,16,3798
0,288.78,0.0,0.0,40,2,646
0,278.67,0.0,0.0,1,3,327
0,272.61,0.0,0.0,90,7,3078
0,294.09,0.0,0.0,1,12,4393
0,249.84,0.0,0.0,1,5,2287
0,291.77,0.0,0.0,1,8,5031
0,271.22,0.0,0.0,59,11,5263
0,296.56,0.0,0.0,12,14,4574
0,284.68,0.0,0.0,1,13,4046
0,297.93,0.0,0.0,1,17,5794
0,275.39,0.0,0.0,90,17,4377
0,295.59,0.0,0.0,1,22,1832
0,279.82,0.0,0.0,75,3,347
0,278.17,0.0,0.0,90,13,5373
0,275.95,0.0,0.0,90,5,2711
0,289.51,0.0,0.0,48,8,6276
0,254.78,0.0,0.0,1,0,491
0,301.08,0.0,0.0,1,20,3537
0,262.21,0.0,0.0,75,8,4718
0,294.35,0.0,0.0,1,16,6788
0,267.08,0.0,0.0,90,13,4285
0,261.14,0.0,0.0,75,10,3485
0,270.51,0.0,0.0,1,11,4591
0,272.79,0.0,0.0,75,9,5018
0,298.08,0.0,0.0,0,19,3793
0,289.22,0.0,0.0,20,15,4866
0,292.04,0.0,0.0,90,1,727
0,279.08,0.0,0.0,90,11,3947
0,294.49,3.05,0.0,20,10,4499
0,260.94,0.0,0.0,90,23,1640
0,293.67,0.0,0.0,40,23,1192
0,287.2,0.3,0.0,1,3,355
0,286.02,0.0,0.0,75,16,6359
0,280.69,0.0,0.0,40,5,3052
0,273.58,0.0,0.0,20,7,6291
0,271.02,0.0,0.0,90,19,2338
0,287.49,0.0,0.0,40,3,376
0,283.47,0.0,0.0,80,5,2830
0,276.22,0.0,0.0,40,15,5174
0,294.04,0.0,0.0,12,4,472
0,282.69,0.0,0.0,75,9,5379
0,253.86,0.0,0.0,75,8,5876
0,265.22,0.0,0.0,40,3,382
0,277.22,0.0,0.0,1,2,241
0,274.95,0.0,0.0,40,0,1267
0,280.83,0.0,0.0,90,4,837
0,286.77,2.03,0.0,92,12,5339
0,295.17,0.0,0.0,64,11,4564
0,277.14,0.25,0.0,90,12,5094
0,301.2,0.0,0.0,40,14,4158
0,291.09,0.0,0.0,75,22,1918
0,264.3,0.0,0.0,1,3,380
0,266.0,0.0,0.0,90,6,5601
0,274.93,0.0,0.0,75,0,1135
0,290.28,0.0,0.0,0,9,2732
0,271.01,0.0,0.0,90,6,5832
0,268.0,0.0,0.0,40,6,5192
0,285.58,0.0,0.0,90,5,2953
0,264.54,0.0,0.0,64,22,2283
0,251.95,0.0,0.0,1,0,1107
0,282.62,0.51,0.0,92,18,4833
0,292.68,0.0,0.0,1,1,497
0,300.78,0.0,0.0,75,17,4093
0,286.92,0.89,0.0,90,21,2901
0,289.84,0.3,0.0,1,7,6412
0,275.89,0.0,0.0,1,3,368
0,281.42,0.0,0.0,90,20,2340
0,272.34,0.0,0.0,1,20,2754
0,292.69,0.0,0.0,75,20,3441
0,285.22,0.0,0.0,90,5,2900
0,292.07,0.38,0.0,90,15,6174
0,281.21,0.0,0.0,90,20,2723
0,286.69,0.0,0.0,40,3,461
0,282.5,0.0,0.0,40,15,4201
0,291.76,0.0,0.0,48,7,6105
0,296.99,0.0,0.0,44,19,3547
0,255.15,0.0,0.0,1,16,4636
0,293.52,0.0,0.0,0,5,2909
0,273.62,0.0,0.0,75,10,4363
0,271.21,0.0,0.0,90,4,253
0,286.64,0.38,0.0,90,11,4853
0,260.0,0.0,0.0,1,9,3804
0,267.22,0.0,0.0,75,13,4564
0,271.37,0.0,0.0,90,2,646
0,273.42,0.0,0.0,90,9,2475
0,265.22,0.0,0.0,90,10,2206
0,274.15,0.0,0.0,5,10,3914
0,277.11,0.0,0.0,64,16,4264
0,294.68,0.0,0.0,40,12,5405
0,302.34,0.0,0.0,40,17,4346
0,252.02,0.0,0.0,20,9,4667
0,297.01,0.0,0.0,48,22,2873
0,269.46,0.0,0.0,64,23,948
0,282.02,0.0,0.0,100,10,3815
0,278.79,0.0,0.0,40,12,4480
0,274.42,0.0,0.0,90,12,4339
0,294.65,0.0,0.0,1,2,336
0,261.29,0.0,0.0,1,3,339
0,281.44,0.25,0.0,90,5,2871
0,279.64,0.91,0.0,64,14,4077
0,276.93,0.0,0.0,90,21,2304
0,274.57,0.0,0.0,75,20,2985
0,271.22,0.0,0.0,90,2,285
0,287.24,3.45,0.0,90,11,4567
0,301.35,0.0,0.0,1,21,2460
0,257.71,0.0,0.0,40,15,5398
0,276.55,0.0,0.0,92,21,3905
0,286.93,3.98,0.0,92,0,1065
0,268.48,0.0,0.0,75,14,5125
0,265.62,0.0,0.0,1,0,752
0,291.15,0.0,0.0,75,6,5554
0,290.08,0.0,0.0,90,5,2880
0,266.15,0.0,0.0,90,6,4761
0,267.59,0.0,0.0,5,16,4727
0,279.12,0.0,0.0,90,13,5130
0,303.18,0.0,0.0,0,15,5931
0,287.36,0.0,0.0,90,2,291
0,271.79,0.0,0.0,40,19,2805
0,295.0,0.0,0.0,90,16,4709
0,290.2,0.0,0.0,0,2,392
0,274.36,0.51,0.0,64,7,6020
0,267.55,0.0,0.0,75,7,6110
0,288.09,0.0,0.0,90,7,5665
0,272.09,0.0,0.0,90,0,398
0,299.03,0.0,0.0,1,19,3566
0,278.58,0.0,0.0,1,10,3298
0,277.44,0.0,0.0,64,12,3903
0,281.44,0.0,0.0,90,7,2113
0,287.09,0.0,0.0,90,23,1093
0,276.78,0.0,0.0,1,10,4623
0,275.84,0.0,0.0,90,1,362
0,286.67,0.0,0.0,40,7,6592
0,294.99,0.0,0.0,1,23,2263
0,274.28,0.0,0.0,1,1,315
0,285.07,0.0,0.0,1,6,4631
0,286.08,0.0,0.0,90,17,6416
0,300.15,0.0,0.0,1,16,4372
0,287.66,0.0,0.0,12,2,401
0,260.48,0.0,0.0,90,3,345
0,291.74,2.16,0.0,48,6,961
0,280.3,0.0,0.0,90,17,5992
0,285.8,0.0,0.0,75,1,421
0,303.51,0.0,0.0,20,13,4251
0,277.1,0.0,0.0,90,14,4501
0,292.58,0.0,0.0,75,8,5806
0,300.22,0.0,0.0,1,15,5605
0,292.27,0.0,0.0,1,15,6175
0,275.46,0.0,0.0,90,2,233
0,294.58,0.0,0.0,40,14,4569
0,265.34,0.0,0.0,90,9,3634
0,285.83,0.0,0.0,1,1,784
0,295.92,0.0,0.0,1,18,3909
0,270.47,0.0,0.0,64,6,1103
0,267.89,0.0,0.0,90,9,5318
0,292.12,0.51,0.0,1,2,295
0,300.99,0.0,0.0,1,16,6731
0,291.8,0.0,0.0,20,23,1005
0,290.88,0.0,0.0,1,6,5778
0,281.01,0.0,0.0,1,7,6472
0,266.48,0.0,0.0,75,19,2121
0,278.209,0.0,0.0,12,0,1295
0,295.36,0.0,0.0,1,10,4187
0,278.58,0.0,0.0,1,0,536
0,287.13,0.38,0.0,92,13,5139
0,290.9,9.62,0.0,90,18,3898
0,254.44,0.0,0.0,98,0,1103
0,288.75,0.0,0.0,1,0,702
0,270.93,0.0,0.0,90,8,5707
0,256.23,0.0,0.0,90,21,2273
0,279.65,0.0,0.0,90,11,4629
0,261.21,0.0,0.0,20,16,6347
0,295.45,0.0,0.0,20,20,3140
0,261.03,0.0,0.0,1,8,5656
0,292.08,0.0,0.0,90,5,3013
0,260.15,0.0,0.0,1,14,4987
0,277.49,0.0,0.0,75,15,4811
0,292.22,7.29,0.0,75,1,374
0,290.24,0.0,0.0,1,23,1241
0,287.97,0.0,0.0,1,2,320
0,276.54200000000003,0.0,0.0,0,3,418
0,289.771,0.0,0.0,44,21,4319
0,288.46,0.0,0.0,40,7,6201
0,288.86,0.0,0.0,75,9,4917
0,275.02,0.0,0.0,90,0,1117
0,285.55,0.0,0.0,32,1,468
0,265.69,0.0,0.0,75,2,273
0,281.84,0.0,0.0,75,14,5758
0,250.15,0.0,0.0,1,6,5434
0,293.55,0.0,0.0,40,15,5810
0,274.0,0.0,0.0,90,9,4571
0,280.27,0.0,0.0,90,0,1381
0,275.22,0.0,0.0,90,2,371
0,271.08,0.0,0.0,90,1,315
0,301.51,0.0,0.0,1,13,4507
0,269.36,0.0,0.0,1,12,4323
0,293.49,0.0,0.0,1,16,3782
0,302.88,0.0,0.0,5,13,4199
0,295.89,0.0,0.0,40,12,4865
0,259.84,0.0,0.0,20,8,2660
0,290.79,0.0,0.0,0,5,3019
0,302.22,0.0,0.0,56,17,4290
0,260.15,0.0,0.0,90,6,1218
0,288.23,0.0,0.0,1,5,2979
0,277.67,0.0,0.0,1,10,4909
0,293.3,0.0,0.0,75,15,4072
0,254.69,0.0,0.0,90,1,438
0,274.1,0.0,0.0,90,10,4205
0,284.22,0.0,0.0,90,1,381
0,272.22,0.0,0.0,1,3,340
0,266.14,0.0,0.0,1,5,464
0,276.426,0.0,0.0,48,2,255
0,270.4,0.0,0.0,1,3,340
0,291.95,0.0,0.0,90,22,2597
0,289.21,0.0,0.0,90,3,377
0,259.68,0.0,0.0,40,17,6207
0,275.15,0.0,0.0,90,20,3145
0,293.28,0.0,0.0,75,21,3121
0,299.07,0.0,0.0,40,15,5735
0,274.65,0.0,0.0,90,8,1840
0,288.79,0.0,0.0,12,1,646
0,267.62,0.0,0.0,1,5,2704
0,281.76,0.0,0.0,0,6,5750
0,289.81,0.0,0.0,75,18,4990
0,288.41,0.0,0.0,1,14,3492
0,285.0,0.0,0.0,12,9,4900
0,258.64,0.0,0.0,75,0,994
0,286.86,0.0,0.0,75,21,2833
0,274.21,0.0,0.0,90,17,2282
0,264.31,0.0,0.0,90,3,191
0,278.69,0.0,0.0,90,22,1575
0,248.39,0.0,0.0,40,22,2189
0,284.29,0.0,0.0,90,18,5351
0,272.77,0.0,0.0,1,11,5477
0,297.72,0.0,0.0,75,10,4154
0,292.73,0.0,0.0,1,0,826
0,247.16,0.0,0.0,11,1,346
0,297.68,0.0,0.0,1,14,4978
0,276.72,0.0,0.0,5,15,5784
0,277.99,0.0,0.0,90,6,786
0,256.92,0.25,0.0,64,8,1539
0,274.12,0.0,0.0,64,7,5668
0,284.14,0.0,0.0,75,12,4933
0,292.49,0.0,0.0,1,3,387
0,286.53,0.0,0.0,40,9,4811
0,291.42,0.0,0.0,90,6,5483
0,266.22,0.0,0.0,1,4,882
0,284.31,11.58,0.0,92,13,4388
0,286.17,0.0,0.0,40,11,4378
0,266.65,0.38,0.0,0,15,4766
0,283.29,0.0,0.0,5,8,5479
0,291.09,0.0,0.0,40,4,856
0,264.42,0.0,0.0,90,17,5715
0,289.44,0.51,0.0,90,20,2890
0,261.62,0.0,0.0,90,19,1906
0,263.71,0.0,0.0,5,10,4717
0,272.01,0.0,0.0,75,23,1065
0,269.29,0.0,0.0,90,9,5356
0,291.51,2.67,0.0,90,17,5839
0,287.22,0.0,0.0,1,3,454
0,279.61,0.0,0.0,75,11,4775
0,268.35,0.0,0.0,90,2,278
0,274.53,0.0,0.0,90,2,278
0,292.16,0.0,0.0,90,15,5519
0,290.73,0.0,0.0,1,15,6093
0,260.71,0.0,0.0,75,20,2828
0,290.87,0.28,0.0,75,14,4399
0,280.81,0.0,0.0,90,22,2726
0,291.4,0.0,0.0,1,0,865
0,274.94,0.0,0.0,90,6,1110
0,284.57,0.0,0.0,40,14,5816
0,294.29,0.0,0.0,90,12,4861
0,271.97,0.0,0.0,90,23,997
0,256.22,0.0,0.0,90,21,2693
0,259.82,0.0,0.0,1,10,3530
0,283.96,0.25,0.0,90,9,4981
0,271.21,0.0,0.0,90,7,1243
0,283.94,0.0,0.0,90,21,2007
0,294.94,0.0,0.0,1,13,4787
0,270.24,0.0,0.0,75,18,3699
0,293.72,0.0,0.0,90,11,4085
0,283.52,0.0,0.0,1,5,3139
0,260.64,0.0,0.0,90,19,2849
0,291.49,0.0,0.0,92,14,4888
0,290.84,0.38,0.0,90,20,2793
0,282.69,0.0,0.0,90,19,3097
0,274.65,0.0,0.0,75,10,4321
0,287.77,0.0,0.0,68,6,1456
0,275.71,0.0,0.0,90,3,307
0,298.83,0.0,0.0,8,17,4001
0,260.15,0.0,0.0,1,16,5725
0,290.81,0.0,0.0,90,15,5623
0,273.36,0.0,0.0,90,20,2736
0,282.78,0.0,0.0,90,0,1460
0,270.36,0.0,0.0,90,14,4776
0,291.78,0.0,0.0,0,8,6045
0,295.94,0.0,0.0,90,15,5598
0,300.52,0.0,0.0,0,12,4544
0,276.62,0.0,0.0,90,23,980
0,295.85,0.0,0.0,1,13,5245
0,293.8,0.0,0.0,48,22,1918
0,289.81,0.3,0.0,1,7,6063
0,290.71,0.0,0.0,1,1,411
0,272.72,0.0,0.0,90,7,2138
0,265.76,0.0,0.0,90,9,1574
0,269.08,0.0,0.0,90,0,1229
0,253.89,0.0,0.0,1,20,2090
0,292.06,0.0,0.0,90,17,3969
0,274.06,0.0,0.0,1,10,3230
0,291.35,0.0,0.0,5,22,3112
0,269.51,0.0,0.0,75,15,5664
0,268.22,0.0,0.0,40,4,865
0,255.68,0.0,0.0,40,20,2999
0,284.71,0.0,0.0,90,5,2781
0,291.94,0.0,0.0,90,22,1787
0,268.88,0.0,0.0,75,15,5999
0,281.65,0.0,0.0,90,10,3937
0,269.15,0.0,0.0,1,1,335
0,283.86,0.0,0.0,1,10,3644
0,257.68,0.0,0.0,90,11,4217
0,275.78,0.0,0.0,90,17,5914
0,280.41,0.0,0.0,90,7,5819
0,299.95,0.0,0.0,75,16,6606
0,286.66,0.76,0.0,92,9,4769
0,289.6,0.0,0.0,75,8,5576
0,255.81,0.0,0.0,40,8,5662
0,288.15,0.0,0.0,75,14,5430
0,291.02,0.0,0.0,1,5,2830
0,284.29,0.0,0.0,1,13,4804
0,297.01,0.0,0.0,0,20,3180
0,296.95,0.0,0.0,75,11,4866
0,272.36,0.0,0.0,75,11,6006
0,298.09,0.0,0.0,36,11,5192
0,296.49,1.39,0.0,75,15,5724
0,290.48,0.0,0.0,1,13,4607
0,272.36,0.0,0.0,40,0,455
0,268.97,0.0,0.0,40,7,6469
0,282.389,0.0,0.0,12,11,4726
0,269.35,0.0,0.0,1,8,5155
0,277.02,0.0,0.0,1,2,309
0,259.02,0.0,0.0,1,4,327
0,290.6,0.0,0.0,40,4,816
0,272.58,0.0,0.0,90,3,385
1,261.68,0.0,0.0,1,0,812
0,300.73,0.0,0.0,20,14,5619
0,301.64,0.0,0.0,20,14,5173
0,269.41,0.0,0.0,20,8,3343
0,270.75,0.0,0.0,40,13,5418
0,282.75,0.0,0.0,90,6,5414
0,277.74,0.0,0.0,12,6,1395
0,271.34,0.0,0.0,90,2,529
0,272.35,0.0,0.0,90,8,4265
0,296.77,0.0,0.0,48,11,4116
0,252.8,0.0,0.0,64,17,5670
0,269.93,0.0,0.0,93,3,321
0,255.14,0.0,0.0,90,23,890
0,273.02,0.0,0.0,90,2,400
0,269.36,0.0,0.0,1,10,4325
0,260.58,0.0,0.0,1,6,5058
0,297.888,0.0,0.0,0,21,2435
